SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
17,10,1EF,2,0EDCB715,3,0EDCB72B,1,00000000,0,00000000,0,00000000,0,00000000,0,0
17,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
17,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
17,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
17,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
17,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,0,094,4,000000B3,1,000004A9,2,000004A9,0,0000012E,1,00000000,0,00000000,0,3
18,1,0CF,2,0EDCBA33,3,0EDF891B,3,00013CA8,0,00000000,0,00000000,0,00000000,0,12
18,2,02A,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,E
18,3,2BF,3,0000B63B,2,000101A8,1,0000B5C5,1,00000000,0,00000000,0,00000000,0,2
18,4,00D,6,000000B9,2,000000BE,2,000000B8,2,00000000,0,00000000,0,00000000,0,4
18,5,1EA,4,00000631,3,000005FF,3,00000620,3,00000604,3,00000000,0,00000000,0,6
18,6,1E8,5,0000038C,3,0000038D,3,00000383,2,00000232,3,00000233,3,00000000,0,1
18,7,1D0,3,00023F4D,0,00025827,0,0002553D,2,00000000,0,00000000,0,00000000,0,4
18,8,0B2,3,00014567,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
18,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
18,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,0,09B,3,0000A954,3,0000CA64,3,000061F8,3,00000000,0,00000000,0,00000000,0,2
19,1,0F2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
19,2,0AA,3,000073B7,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
19,3,2C4,3,0000F72C,0,00002717,0,0EDD04AF,0,00000000,0,00000000,0,00000000,0,0
19,4,1D0,3,000277EA,1,00025533,2,000277EB,3,00000000,0,00000000,0,00000000,0,3
19,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
19,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
20,0,09A,4,0000012E,3,00001B24,0,00001B13,3,00001B22,0,00000000,0,00000000,0,6
20,1,094,3,000277C7,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
20,2,0E1,3,00004942,3,000096D2,3,00002251,3,00000000,0,00000000,0,00000000,0,D
20,3,02A,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
20,4,09F,3,0000C3A9,2,000029CD,2,0000E471,3,00000000,0,00000000,0,00000000,0,3
20,5,0F2,2,0ECC2442,3,0EDF891B,3,00000000,0,00000000,0,00000000,0,00000000,0,9
20,6,2BF,6,00000041,2,00000018,2,00000031,2,00000000,0,00000000,0,00000000,0,4
20,7,099,4,00001A82,2,00001A7A,3,00000000,0,00000000,0,00000000,0,00000000,0,6
20,8,1EF,2,0EDCAE7E,2,0EDCAC77,3,00000000,0,00000000,0,00000000,0,00000000,0,2
20,9,0B2,5,000002C7,3,000002D1,3,00000CDD,0,00000000,0,00000000,0,00000000,0,1
20,10,0D7,3,0002776A,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
20,11,03D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
20,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
20,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
20,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
20,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,0,02A,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
21,1,094,3,000277C7,0,0000382A,2,000021F2,3,00000000,0,00000000,0,00000000,0,1
21,2,0EA,3,0000A46D,3,00000EAC,1,0000C06D,1,00000000,0,00000000,0,00000000,0,5
21,3,09A,3,0000F7C6,2,0000F9E7,3,00003B1D,2,00000000,0,00000000,0,00000000,0,7
21,4,0D4,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
21,5,03D,3,00001BA7,3,00001BAC,2,00001BAB,2,00000000,0,00000000,0,00000000,0,1
21,6,03F,6,00000052,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,7,2BF,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
21,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
21,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,0,09A,3,00003B22,3,00003B26,3,0000F9F6,3,00000000,0,00000000,0,00000000,0,1
22,1,0AD,3,00004B43,0,000038C5,0,000046F4,0,00004B40,0,00000000,0,00000000,0,1
22,2,0DA,2,0EDCE101,3,00001533,0,0ECCE96A,3,00000000,0,00000000,0,00000000,0,10
22,3,09B,3,00012116,3,00001F9E,3,00012878,3,00000000,0,00000000,0,00000000,0,7
22,4,0F2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
22,5,0E1,4,000016D2,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,B
22,6,1EF,2,0EDBC6FA,3,0EDCB72C,3,00000000,0,00000000,0,00000000,0,00000000,0,1
22,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
22,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,0,0E1,3,00008815,0,0000681D,1,00008F52,1,00000000,0,00000000,0,00000000,0,C
23,1,0D7,3,00023E46,2,00023E46,0,00025444,0,00000000,0,00000000,0,00000000,0,6
23,2,0D2,3,00007831,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
23,3,0B6,4,00001C1D,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
23,4,00D,2,0EDD0D13,3,0ECC4F7A,3,00000000,0,00000000,0,00000000,0,00000000,0,1
23,5,0AD,4,00000B1F,3,000006E2,2,00000000,0,00000000,0,00000000,0,00000000,0,0
23,6,1EF,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
23,7,03F,3,0001454A,3,00000CDE,3,00000000,0,00000000,0,00000000,0,00000000,0,2
23,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
23,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,0,038,6,0000008E,3,00000053,3,00000051,3,00000000,0,00000000,0,00000000,0,4
24,1,1E8,5,00000201,3,00000238,3,0000022A,0,00000203,3,00000237,3,00000000,0,6
24,2,1EF,2,0EDCAEBA,2,0EDBFE7D,3,00000000,0,00000000,0,00000000,0,00000000,0,1
24,3,2BF,6,00000019,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
24,4,0B2,1,3FFFEDF8901,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
24,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,0,0F2,6,000000A5,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
25,1,2BF,2,0EDB5CAA,3,0EDCBBDF,2,00001624,0,00000000,0,00000000,0,00000000,0,1
25,2,03F,6,00000048,3,00000065,3,00000000,0,00000000,0,00000000,0,00000000,0,1
25,3,2A2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
25,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
25,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,0,0B2,3,000079ED,3,00003EB2,3,000079E9,3,000001EB,0,000001E9,0,00000000,0,2
26,1,0B6,3,00000F89,3,00002E7B,3,00003FC0,3,00000000,0,00000000,0,00000000,0,3
26,2,09B,3,00004880,2,0000B3CB,3,0000C98B,3,00000000,0,00000000,0,00000000,0,7
26,3,0D4,6,00000059,2,0000005F,2,00000000,0,00000000,0,00000000,0,00000000,0,1
26,4,1EA,3,000030A7,3,000030B1,3,0002580A,2,00000000,0,00000000,0,00000000,0,1
26,5,097,3,000006DA,3,000005B3,2,000006D3,3,00000000,0,00000000,0,00000000,0,4
26,6,285,2,0EDCDA9D,3,0EDBD3B7,3,00000000,0,00000000,0,00000000,0,00000000,0,2
26,7,2A2,3,00002775,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
26,8,000,3,0000A94F,3,0000C0ED,3,0000C0EF,3,00000000,0,00000000,0,00000000,0,1
26,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
26,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,0,0AD,5,00000339,1,00000301,3,000003C7,2,000006F5,0,00000AFE,0,00000000,0,3
27,1,098,2,0ECC6A83,2,0E8E4A5A,3,00000000,0,00000000,0,00000000,0,00000000,0,2
27,2,1E8,5,00000380,2,0000022D,3,00000000,0,00000000,0,00000000,0,00000000,0,3
27,3,285,3,0000AC7C,3,0000DA6A,3,0000DA65,3,00000000,0,00000000,0,00000000,0,3
27,4,099,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
27,5,2BF,4,00000BC2,2,00000BEE,3,00000000,0,00000000,0,00000000,0,00000000,0,0
27,6,000,3,000078A4,2,0001213C,3,0000680B,3,00000000,0,00000000,0,00000000,0,0
27,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
27,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,0,0F1,3,000038C1,3,0000ACA4,3,0000E1EE,3,00000000,0,00000000,0,00000000,0,10
28,1,0D2,2,0ECCBE43,3,0EDF891B,3,00000000,0,00000000,0,00000000,0,00000000,0,5
28,2,2BF,3,0000B619,3,0003C661,3,00001580,0,00000000,0,00000000,0,00000000,0,1
28,3,285,3,0000AC82,3,0000AC7F,3,0000DA67,3,00000000,0,00000000,0,00000000,0,3
28,4,2BD,2,0EDBC90F,3,0EDC10A8,2,00000000,0,00000000,0,00000000,0,00000000,0,2
28,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
28,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,0,0EC,3,0000DE8C,0,000052B4,3,000086FC,0,00000000,0,00000000,0,00000000,0,1
29,1,285,2,0EDBD3C3,3,0000E1CF,0,0EDC20A9,3,00000000,0,00000000,0,00000000,0,2
29,2,099,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
29,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
29,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,0,09B,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
30,1,099,4,00001A82,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
30,2,36F,3,00009209,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,3,00D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,D
30,4,1B4,2,0EDB7D8F,2,0EDCDA80,3,00000000,0,00000000,0,00000000,0,00000000,0,0
30,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
30,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,0,0F1,3,000076FC,2,000076FF,2,00000000,0,00000000,0,00000000,0,00000000,0,1
31,1,09B,3,0000356D,2,0000D0FB,3,00001700,2,00000000,0,00000000,0,00000000,0,3
31,2,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
31,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,0,0E1,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
32,1,1ED,3,000077B5,2,00007034,3,00007034,0,00000000,0,00000000,0,00000000,0,0
32,2,0FD,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,A
32,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
32,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,0,085,6,000000C2,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,4
33,1,0FD,3,00000EF9,3,00000EFC,3,00000000,0,00000000,0,00000000,0,00000000,0,B
33,2,0FA,3,00015470,3,0000DC33,2,00015477,3,00000000,0,00000000,0,00000000,0,2
33,3,09A,3,0000F9F6,0,00003B26,2,00000000,0,00000000,0,00000000,0,00000000,0,0
33,4,1E3,5,000000D9,2,000000D4,0,000001D3,3,000000DD,2,000000D7,2,00000000,0,1
33,5,0C8,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,C
33,6,0B2,5,000000D1,3,00000168,3,000003B1,3,00000000,0,00000000,0,00000000,0,1
33,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
33,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,0,09B,3,0000E471,3,00004F8A,3,00001FA2,3,00000000,0,00000000,0,00000000,0,3
34,1,0E8,3,0000F4CF,1,00000F1B,3,00000000,0,00000000,0,00000000,0,00000000,0,2
34,2,1ED,3,000030B2,2,00023F4D,2,000277EA,2,00000000,0,00000000,0,00000000,0,2
34,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
34,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
35,0,0E1,3,000160E0,3,00008806,3,0000AE21,3,00000000,0,00000000,0,00000000,0,8
35,1,285,3,0000AC82,2,000091CC,2,00000000,0,00000000,0,00000000,0,00000000,0,1
35,2,0C8,2,0ECC4F7A,3,0EDD0D0C,3,00000000,0,00000000,0,00000000,0,00000000,0,2
35,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
35,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
35,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
35,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
35,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
